CaseId,ActivityId,Text,Activity,SpecificActivity
278,0,"Subject: Enquiry About Hiring a Sailing Boat

Dear Boathire Team,

I hope this email finds you well.

I am interested in hiring a sailing boat for a day trip and would like some information about suitable options you have available. We are a group of three people and are planning to hire the boat on Saturday, 5th November. We would ideally like to start at around 10:00 AM.

Could you please provide details about the boats that can accommodate a group of our size, as well as the pricing and any additional requirements or recommendations you might have?

Thank you for your assistance. I look forward to hearing from you soon.

Best regards,
Jonathan Smith
jonathan.smith@email.com
07890 123456",Receive Enquiry,Receive Enquiry / Sailing
278,1,"Subject: Re: Enquiry About Hiring a Sailing Boat

Dear Jonathan,

Thank you for reaching out to Boathire. We're delighted to hear you're interested in hiring one of our sailing boats for your day trip. 

Given that your group consists of three people, we have two suitable options for you:

1. **Delphia 24**: This boat can comfortably accommodate up to 4 crew members, making it a perfect fit for your group.
2. **Wayfarer Cruiser**: This boat is also an excellent choice as it can carry up to 3 crew members.

Both of these sailing boats offer a wonderful experience on the water and are equipped with everything you need for a memorable trip.

**Details for Saturday, 5th November:**

- **Starting Time**: 10:00 AM
- **Pricing**:
  - **Delphia 24**: £150 for a day hire
  - **Wayfarer Cruiser**: £120 for a day hire

**Additional Requirements/Recommendations**:

- We suggest bringing suitable weather-appropriate clothing and sun protection.
- No prior sailing experience is necessary as a brief orientation will be provided.
- Please arrive at least 30 minutes prior to your start time for a safety briefing.
- Valid ID and a security deposit are required on the day of hire.

If you decide to proceed with the booking, kindly let us know which boat you prefer, and we can secure your reservation. We would also be happy to answer any further questions you may have.

Thank you and we look forward to welcoming you aboard.

Best regards,
James  
Boathire Team  
info@boathire.com  
0207 0000000",Send Offer,Send Offer / Sailing
278,2,"Subject: Confirmation of Wayfarer Cruiser Booking

Dear James,

Thank you for your prompt response and the detailed information provided. I would like to confirm the booking of the Wayfarer Cruiser for Saturday, 5th November, starting at 10:00 AM.

Please let me know if you require any further details or if there are any additional steps I need to take to complete the booking process.

Thank you once again for your assistance.

Best regards,  
Jonathan Smith  
jonathan.smith@email.com  
07890 123456",Receive Booking,Receive Booking / Wayfarer Cruiser
279,0,"Subject: Enquiry About Sailing Boat Hire

Dear Boathire Team,

I hope this email finds you well.

My name is Sarah Thompson, and I am interested in hiring a sailing boat for a small group of friends. We are a party of 3 people and were hoping to find a suitable boat for our outing.

Could you please provide information on the boats you have available that can comfortably accommodate 3 people? Additionally, we would like to hire the boat on the 15th of October, preferably starting from around 10:00 AM.

I appreciate any information on the different sailing boats you offer, including their features and rates. Also, please let me know about the booking procedure and any necessary preparations or requirements we should be aware of.

Thank you very much for your assistance.

Best regards,

Sarah Thompson
Phone: 07700 900 234
Email: sarah.thompson@email.com",Receive Enquiry,Receive Enquiry / Sailing
279,1,"Subject: Re: Enquiry About Sailing Boat Hire

Dear Sarah,

Thank you for reaching out to Boathire and for your interest in hiring one of our sailing boats. We are pleased to assist you with your enquiry.

For a party of 3 people, we have two suitable options from our fleet of sailing boats:

1. **Delphia 24**
   - **Capacity:** Can carry up to 4 crew comfortably.
   - **Features:** The Delphia 24 is a nimble and versatile sailing boat, perfect for small groups. It offers an enjoyable sailing experience with straightforward handling, making it great for both novice and experienced sailors.
   
2. **Wayfarer Cruiser**
   - **Capacity:** Can carry up to 3 crew.
   - **Features:** The Wayfarer Cruiser is well-known for its stability and simplicity. It is an excellent choice for a relaxed outing with friends, ensuring a safe and enjoyable day on the water.

**Rates:** 
- Delphia 24: £150 for a half-day hire (4 hours) / £250 for a full-day hire (8 hours)
- Wayfarer Cruiser: £120 for a half-day hire (4 hours) / £200 for a full-day hire (8 hours)

**Availability:** Both the Delphia 24 and Wayfarer Cruiser are available for hire on the 15th of October, starting from 10:00 AM.

**Booking Procedure:**
1. **Reservation:** Please confirm your preferred boat and timing. 
2. **Payment:** A 50% deposit is required upon confirmation of your booking, with the remaining balance due on the day of your hire.
3. **Requirements:** All crew members must wear life jackets, which we provide. Additionally, one member of your party should have basic sailing knowledge or experience.
4. **Preparations:** Ensure you bring weather-appropriate clothing, sunscreen, and any personal items you may need for your outing.

To proceed with your booking or if you have further questions, please reply to this email or contact us directly at 020 7946 0958. We look forward to assisting you.

Best regards,

James Smith
Boathire
Phone: 020 7946 0958
Email: info@boathire.com",Send Offer,Send Offer / Sailing
279,2,"Subject: Confirmation of Wayfarer Cruiser Booking

Dear James,

Thank you for the detailed information regarding the available sailing boats.

I would like to confirm the booking of the Wayfarer Cruiser for the 15th of October, starting at 10:00 AM.

Please let me know the next steps, including how to proceed with the deposit payment. Additionally, please confirm the total amount due and any other necessary actions required from my side.

Thank you for your assistance, and I look forward to our upcoming sailing adventure.

Best regards,

Sarah Thompson
Phone: 07700 900 234
Email: sarah.thompson@email.com",Receive Booking,Receive Booking / Wayfarer Cruiser
280,0,"Subject: Sailing Boat Hire Enquiry for 3 People

Dear Boathire Team,

I hope this message finds you well.

I am interested in hiring a sailing boat for a day and would love to hear your recommendations. We are a group of three adults looking to enjoy a day out on the water.

Subject to availability, we are planning for Saturday, 22nd October. Could you please provide details on suitable boats for three people, along with the pricing and any other relevant information?

Additionally, we’d appreciate information on the available times for hire and what amenities are provided on the boats.

Looking forward to your response.

Best regards,

John Smith",Receive Enquiry,Receive Enquiry / Sailing
280,1,"Dear John Smith,

Thank you for reaching out to Boathire and considering us for your boating adventure. We're delighted to help you plan a fantastic day out on the water.

For a group of three adults, we have two suitable sailing boats available for hire:

1. **Wayfarer Cruiser**:
   - Capacity: Up to 3 crew members
   - Ideal for a small group, offering a comfortable and enjoyable sail.

2. **Delphia 24**:
   - Capacity: Up to 4 crew members
   - Offers a bit more space, should you prefer.

**Availability and Pricing**:
- **Wayfarer Cruiser**: £150 for the day
- **Delphia 24**: £200 for the day
- Available times: Typically, our full-day hire runs from 9:00 AM to 5:00 PM.

**Included Amenities**:
- Safety equipment (life jackets, first-aid kit)
- Basic navigation tools
- Briefing and orientation session from our experienced staff to ensure you have a safe and enjoyable experience

If you have any special requests or need further assistance, please feel free to let us know. We do our best to accommodate our guests' needs.

To secure your booking for Saturday, 22nd October, please confirm the boat you'd like to hire, and we will provide the necessary reservation details.

Looking forward to hearing from you soon.

Best regards,

James  
Boathire Team  
",Send Offer,Send Offer / Sailing
280,2,"Subject: Confirmation of Wayfarer Cruiser Booking - 22nd October

Dear James,

Thank you for the detailed information.

I would like to confirm the booking of the Wayfarer Cruiser for Saturday, 22nd October. Please provide the necessary reservation details and let me know if any additional steps are required from my side.

Looking forward to our day out on the water.

Best regards,

John Smith",Receive Booking,Receive Booking / Wayfarer Cruiser
281,0,"Subject: Enquiry About Hiring a Sailing Boat for 3 People

Dear Boathire Team,

I hope this message finds you well.

I am interested in hiring a sailing boat for 3 people and would like to inquire about the availability and options you have for us. We are planning our trip on the 15th of November and would require the boat from 10:00 AM to around 5:00 PM.

Could you please provide information on the suitable boats available for our group, including the pricing and any additional details we should be aware of?

Thank you for your assistance, and I look forward to hearing from you soon.

Best regards,

Charlotte Evans
Email: charlotte.evans@email.com",Receive Enquiry,Receive Enquiry / Sailing
281,1,"Subject: Re: Enquiry About Hiring a Sailing Boat for 3 People

Dear Charlotte Evans,

Thank you for reaching out to Boathire and for your interest in hiring one of our sailing boats.

We are pleased to inform you that we have two options available for your group of three people:

1. **Delphia 24**
   - Capacity: Up to 4 crew members
   - Suitable for your needs as it comfortably accommodates your group.
   - Availability: 15th of November, from 10:00 AM to 5:00 PM.

2. **Wayfarer Cruiser**
   - Capacity: Up to 3 crew members
   - Suitable for your needs as it comfortably accommodates your group.
   - Availability: 15th of November, from 10:00 AM to 5:00 PM.

#### Pricing and Details:
- **Delphia 24**: £150 for the day (10:00 AM to 5:00 PM)
- **Wayfarer Cruiser**: £120 for the day (10:00 AM to 5:00 PM)

Both boats are well-maintained and equipped with necessary safety gear. 

**Additional Details**: 
- A refundable security deposit of £200 will be required at the time of booking.
- Please ensure that at least one member of your party has prior sailing experience or certifications.

To proceed with the booking or if you need any further information, please feel free to reach out to us via email or call us at [Company Phone Number].

We look forward to hosting you on the 15th of November.

Best regards,

James  
Boathire Team  
Email: info@boathire.co.uk  
Phone: [Company Phone Number]",Send Offer,Send Offer / Sailing
281,2,"Subject: Confirmation of Wayfarer Cruiser Booking - 15th November

Dear James,

Thank you for the detailed information provided. I would like to confirm the booking of the Wayfarer Cruiser for the 15th of November, from 10:00 AM to 5:00 PM.

Please let me know the next steps to complete the booking process, including payment methods for the hire fee and the refundable security deposit.

Thank you once again for your assistance, and I look forward to our sailing trip.

Best regards,

Charlotte Evans  
Email: charlotte.evans@email.com",Receive Booking,Receive Booking / Wayfarer Cruiser
282,0,"Subject: Inquiry about Sailing Boat Hire

Dear Boathire Team,

I hope this message finds you well.

I am writing to inquire about hiring a sailing boat suitable for 4 people for an upcoming trip. We are planning to set sail on 15th August and will require the boat from 10:00 AM onwards for the entire day.

Could you please provide details on the available boats that would be suitable for our group? Additionally, I would appreciate it if you could include information on the rental cost, deposit requirements, and any other relevant details we should be aware of.

Thank you in advance for your assistance. I look forward to your response.

Best regards,

Matthew Carter  
Email: matthew.carter@example.com  
Phone: 07777 123456",Receive Enquiry,Receive Enquiry / Sailing
282,1,"Subject: Re: Inquiry about Sailing Boat Hire

Dear Matthew,

Thank you very much for your inquiry. We're pleased to hear of your interest in hiring a sailing boat from Boathire.

For your group of 4 people, we recommend the Delphia 24, which is perfectly suited for your needs as it can carry up to 4 crew. Unfortunately, the Wayfarer Cruiser would not be ideal since it accommodates only up to 3 crew.

Here are the details for the Delphia 24:

- **Date Available:** 15th August
- **Time:** From 10:00 AM onwards for the entire day
- **Capacity:** Up to 4 crew

**Rental Cost:**
- Full-Day Hire: £250

**Deposit Requirements:**
- A refundable security deposit of £150 is required at the time of booking.

**Additional Information:**
- All our boats are well-maintained and come with the necessary safety equipment.
- A brief orientation session will be provided before you set sail.
- Please bring along your identification and the completed rental agreement form on the day of hire.

If you would like to proceed with the booking or need any further information, please let us know. You can contact us via email or phone, and we would be happy to assist you.

Thank you once again for considering Boathire for your sailing adventure. We look forward to helping you set sail on the 15th of August.

Best regards,

James  
Boathire Team  
Email: info@boathire.co.uk  
Phone: 0800 123 4567",Send Offer,Send Offer / Sailing
282,2,"Subject: Re: Confirmation of Wayfarer Cruiser Booking

Dear James,

Thank you for your prompt response and the detailed information provided.

I would like to proceed with the booking of the Wayfarer Cruiser for 15th August. Although it accommodates up to 3 crew, we feel this boat will suit our needs just fine.

Could you please confirm the booking details and provide instructions on how to pay the rental cost and deposit?

Thank you once again for your assistance.

Best regards,

Matthew Carter  
Email: matthew.carter@example.com  
Phone: 07777 123456",Receive Booking,Receive Booking / Wayfarer Cruiser
283,0,"Subject: Inquiry About Hiring a Sailing Boat for 3 People

Dear Boathire Team,

I hope this message finds you well. My name is Oliver Thompson, and I am interested in hiring a sailing boat for a small outing with two friends. Could you please provide me with information about suitable boats that can comfortably accommodate 3 people?

We are planning to go sailing on Sunday, 15th October 2023. Ideally, we would like to start at around 10:00 AM and return by 4:00 PM. Additionally, can you include details regarding the pricing for the hire and any special requirements or recommendations we should be aware of?

Thank you very much for your assistance. I look forward to your response.

Best regards,

Oliver Thompson",Receive Enquiry,Receive Enquiry / Sailing
283,1,"Subject: Re: Inquiry About Hiring a Sailing Boat for 3 People

Dear Mr. Thompson,

Thank you for reaching out to Boathire regarding your interest in hiring a sailing boat for your outing. We are delighted to assist you with your inquiry.

For an outing for 3 people, we have two suitable options:

1. **Delphia 24**:
   - **Capacity**: Up to 4 crew members
   - **Pricing**: £150 for a full day (10:00 AM to 4:00 PM)
   - **Special Requirements**: A basic sailing competency certificate is required for hire.

2. **Wayfarer Cruiser**:
   - **Capacity**: Up to 3 crew members
   - **Pricing**: £120 for a full day (10:00 AM to 4:00 PM)
   - **Special Requirements**: A basic sailing competency certificate is required for hire.

Both boats are well-maintained and come equipped with all necessary safety gear. We recommend bringing suitable clothing and provisioning for your day on the water. Please note that booking in advance is essential to ensure availability, especially for a weekend hire.

If everything sounds good, please let us know your preferred boat and we will reserve it for you. If you have any further questions or need additional information, feel free to reach out.

Thank you for choosing Boathire. We look forward to making your sailing experience enjoyable.

Best regards,

James  
Boathire Team",Send Offer,Send Offer / Sailing
283,2,"Subject: Confirmation of Wayfarer Cruiser Booking on 15th October 2023

Dear James,

Thank you for your prompt and detailed response.

I would like to confirm the booking of the Wayfarer Cruiser for Sunday, 15th October 2023. As mentioned previously, we will start at around 10:00 AM and return by 4:00 PM. Also, please let me know if any further details or payments are required to complete the booking process.

Looking forward to a great day on the water!

Best regards,

Oliver Thompson",Receive Booking,Receive Booking / Wayfarer Cruiser
284,0,"Subject: Inquiry About Hiring a Sailing Boat for 3 People

Dear Boathire Team,

I hope this message finds you well.

I am interested in hiring a sailing boat for a small group and would like to know if you have any suitable options for 3 people. We are planning to go sailing on Saturday, 15th April 2023, ideally from around 10:00 AM to 4:00 PM.

Could you please provide information on the available boats for the mentioned date and time, along with the rates and any additional requirements or recommendations?

Thank you very much for your assistance.

Best regards,  
John Smith",Receive Enquiry,Receive Enquiry / Sailing
284,1,"Subject: Re: Inquiry About Hiring a Sailing Boat for 3 People

Dear John,

Thank you for reaching out to Boathire. I hope this message finds you well too.

We currently have two options for sailing boats suitable for a group of 3 people:  
1. **Delphia 24** - This boat can carry up to 4 crew members.
2. **Wayfarer Cruiser** - This boat can carry up to 3 crew members, making it a perfect match for your group.

For your requested date and time (Saturday, 15th April 2023, from 10:00 AM to 4:00 PM), both the Delphia 24 and the Wayfarer Cruiser are available. 

**Rates for the sailing boats:**
- **Delphia 24:** £150 for the day
- **Wayfarer Cruiser:** £120 for the day

**Additional requirements/recommendations:**
- **Booking Confirmation:** Please confirm your booking at your earliest convenience to ensure availability.
- **Safety Equipment:** Life jackets and essential safety equipment are provided with the boat hire.
- **Weather Conditions:** We recommend checking the weather forecast for the day and time of your booking.
- **Experience:** It is advisable to have some sailing experience. If you don't, we can offer a brief orientation session before you set sail.

Please let us know if you would like to proceed with the booking or if you have any further questions.

Best regards,  
James  
Boathire Team",Send Offer,Send Offer / Sailing
284,2,"Subject: Confirmation of Wayfarer Cruiser Booking for 15th April 2023

Dear James,

Thank you for the detailed information.

I would like to confirm the booking of the Wayfarer Cruiser for Saturday, 15th April 2023, from 10:00 AM to 4:00 PM. Please let me know if there are any further steps required to complete the booking.

I appreciate your assistance and look forward to sailing with Boathire.

Best regards,  
John Smith",Receive Booking,Receive Booking / Wayfarer Cruiser
285,0,"Subject: Inquiry about Hiring a Sailing Boat for 2 People

Dear Boathire Team,

I hope this message finds you well. My name is Paul Davies, and my partner and I are interested in hiring a sailing boat from your esteemed services.

We are planning an outing on Saturday, the 14th of October, and would like to sail from around 10 AM to 6 PM. Could you please provide information on available sailing boats suitable for 2 people, along with their rates? Additionally, it would be helpful to know if there are any specific requirements or recommendations for that date and time.

Thank you for your assistance. 

Best regards,

Paul Davies
paul.davies@email.com
020 1234 5678",Receive Enquiry,Receive Enquiry / Sailing
285,1,"Subject: Re: Inquiry about Hiring a Sailing Boat for 2 People

Dear Mr. Davies,

Thank you for reaching out to Boathire and for your interest in our sailing boats. We would be delighted to assist you with your plans for an outing on the 14th of October.

We have two sailing boats available, the Delphia 24 and the Wayfarer Cruiser, which are well-suited for different capacities:

1. **Delphia 24**: This boat can accommodate up to 4 crew members.
2. **Wayfarer Cruiser**: This boat can accommodate up to 3 crew members.

For an outing with just two people, either sailing boat would be appropriate. Considering that both provide a comfortable and enjoyable sailing experience, the choice depends on your preference and availability on that particular day.

Here are the rates for hiring our sailing boats:

- **Delphia 24**: £150 for a full day (10 AM to 6 PM)
- **Wayfarer Cruiser**: £120 for a full day (10 AM to 6 PM)

There are no specific requirements for hiring our sailing boats, but we do recommend booking in advance to secure your desired date and boat. Additionally, we advise bringing appropriate sailing attire and checking the weather forecast as sailing conditions can vary.

Should you wish to proceed with your booking or if you have any further questions, please do not hesitate to contact us.

We look forward to making your sailing experience enjoyable and memorable.

Best regards,

James  
Boathire Team  
info@boathire.com  
020 9876 5432",Send Offer,Send Offer / Sailing
285,2,"Subject: Confirmation of Booking for Wayfarer Cruiser on 14th October

Dear James,

Thank you for your prompt response and the information provided.

I would like to confirm the booking of the Wayfarer Cruiser for Saturday, the 14th of October, from 10 AM to 6 PM. Please let me know if you require any further details or if there are any additional steps to complete the booking.

Thank you once again for your assistance.

Best regards,

Paul Davies
paul.davies@email.com
020 1234 5678",Receive Booking,Receive Booking / Wayfarer Cruiser
286,0,"Subject: Enquiry About Sailing Boat Hire for 3 People

Dear Boathire Team,

I hope this email finds you well.

I am writing to enquire about hiring a sailing boat suitable for 3 people. We are planning our trip for the 15th of May and would like to sail from around 10:00 AM to 5:00 PM.

Could you please provide information on the available boats for this date and the associated rental costs? Additionally, we would like to understand any requirements or regulations we should be aware of before hiring.

Thank you for your assistance. I look forward to your response.

Best regards,
William Jenkins",Receive Enquiry,Receive Enquiry / Sailing
286,1,"Subject: Re: Enquiry About Sailing Boat Hire for 3 People

Dear William Jenkins,

Thank you for reaching out to Boathire. I hope you are well.

We are delighted to hear about your interest in hiring a sailing boat. For a group of 3 people, we have the Wayfarer Cruiser, which can comfortably accommodate up to three crew members.

For your planned trip on the 15th of May from 10:00 AM to 5:00 PM, here are the details:

### Available Sailing Boat:
- **Wayfarer Cruiser:** Suitable for up to 3 crew members.

### Rental Costs:
- The Wayfarer Cruiser is available at a rate of £100 for a full day hire (from 10:00 AM to 5:00 PM).

### Requirements and Regulations:
1. **Sailing Experience:** At least one member of your group should have prior sailing experience or relevant certification.
2. **Safety Briefing:** A mandatory safety briefing will be conducted before you set sail.
3. **Security Deposit:** A refundable security deposit of £150 is required at the time of hire.
4. **Insurance:** Boat hire includes basic insurance coverage. Additional coverage can be arranged upon request.
5. **Personal Gear:** We recommend bringing appropriate sailing gear such as non-slip shoes, waterproof clothing, and sun protection.
6. **Arrival Time:** Please arrive at least 30 minutes before your scheduled departure for briefing and preparations.

Kindly let us know if you would like to proceed with booking the Wayfarer Cruiser or if you have any additional questions. We look forward to assisting you with your sailing adventure.

Best regards,

James
Boathire Team",Send Offer,Send Offer / Sailing
286,2,"Subject: Re: Enquiry About Sailing Boat Hire for 3 People

Dear James,

Thank you for the detailed information.

I would like to confirm the booking of the Wayfarer Cruiser for 3 people on the 15th of May from 10:00 AM to 5:00 PM. Please let me know the next steps to finalise the booking, including payment details and any further actions required on our part.

Looking forward to a wonderful sailing experience with Boathire.

Best regards,
William Jenkins",Receive Booking,Receive Booking / Wayfarer Cruiser
287,0,"Subject: Enquiry About Hiring a Sailing Boat for 3 People

Dear Boathire Team,

I hope this email finds you well.

My name is Sophie Green, and I am looking to hire a sailing boat for a small group of three people. We are planning a day out on the water and need a suitable boat for Sunday, 15th October 2023. We would like the hire period to be from 10:00 AM to 4:00 PM.

Could you please provide me with information on the available boats that would accommodate our group comfortably? Additionally, it would be helpful to know the hire costs and any other relevant details about the booking process.

Thank you very much for your assistance. 

Best regards,

Sophie Green
sophie.green@email.com
07456 789012",Receive Enquiry,Receive Enquiry / Sailing
287,1,"Subject: Re: Enquiry About Hiring a Sailing Boat for 3 People

Dear Sophie Green,

Thank you for reaching out to Boathire. We are pleased to hear about your interest in hiring one of our sailing boats for a day out on the water.

For a group of three people, we have the Wayfarer Cruiser, which can comfortably accommodate up to three crew members. Here are the details:

- **Boat**: Wayfarer Cruiser
- **Capacity**: Up to 3 crew
- **Available Date**: Sunday, 15th October 2023
- **Hire Period**: 10:00 AM to 4:00 PM

### Pricing:
- **Wayfarer Cruiser**: £150 for the hire period

### Additional Information:
- Life jackets and safety equipment are provided and must be worn at all times.
- A security deposit of £100 is required and will be refunded upon the safe return of the boat.
- Please arrive 30 minutes before the hire period for a safety briefing and boat orientation.

### Booking Process:
1. **Confirm Availability**: Please reply to this email or call us at 07456 789012 to confirm the availability.
2. **Payment**: We will require a 50% deposit to secure your booking, with the remaining balance due on the day of the hire.
3. **Security Deposit**: A £100 security deposit, which will be refunded after the hire period.

Please let us know if you wish to proceed with the booking or if you have any additional questions. We look forward to welcoming you aboard and ensuring you have a fantastic day on the water.

Best regards,

James
Boathire Team
info@boathire.co.uk
020 7123 4567",Send Offer,Send Offer / Sailing
287,2,"Subject: Re: Enquiry About Hiring a Sailing Boat for 3 People

Dear James,

Thank you for promptly providing the details regarding the Wayfarer Cruiser.

After discussing with my group, we have decided not to proceed with the booking at this time. We appreciate your assistance and the information provided.

Thank you once again for your help. We will certainly consider Boathire for any future sailing adventures.

Best regards,

Sophie Green",Offer Rejected,Offer Rejected
288,0,"Subject: Inquiry about Sailing Boat Hire for 2 People

Dear Boathire Team,

I hope this message finds you well.

I am interested in hiring a sailing boat suitable for 2 people. We are planning our excursion for the 15th of November and would like to set sail around 10:00 AM if possible.

Could you kindly provide me with information on available boats for that day, along with the rental costs and any additional requirements we might need to fulfil?

Thank you for your assistance. I look forward to your response.

Best regards,
Jane Smith",Receive Enquiry,Receive Enquiry / Sailing
288,1,"Dear Jane,

Thank you for reaching out to Boathire. I hope you are well.

We are pleased to assist you with your inquiry regarding a sailing boat suitable for 2 people on the 15th of November.

For your needs, we have two options available: the Delphia 24 and the Wayfarer Cruiser. Here are the details:

1. **Delphia 24**
   - Capacity: Up to 4 crew
   - Suitable for your requirement of 2 people
   - Rental Cost: £150 for a half-day hire

2. **Wayfarer Cruiser**
   - Capacity: Up to 3 crew
   - Suitable for your requirement of 2 people
   - Rental Cost: £120 for a half-day hire

Both boats are well-maintained and equipped to ensure a wonderful sailing experience. Please note that safety equipment, including life jackets, will be provided.

**Additional Requirements:**
- A valid ID for verification
- Previous sailing experience or a certification, if available, for a smoother hiring process
- A credit/debit card for payment and deposit purposes

If you would like to proceed with the booking, please let us know your preferred boat and any additional queries you might have. We recommend making the reservation as soon as possible to ensure availability for your preferred date and time.

Thank you for choosing Boathire, and we look forward to making your sailing experience memorable.

Best regards,

James  
Boathire Team",Send Offer,Send Offer / Sailing
288,2,"Subject: Re: Inquiry about Sailing Boat Hire for 2 People

Dear James,

Thank you for providing the details regarding the sailing boat options available on the 15th of November.

After careful consideration, we have decided not to proceed with the booking at this time. However, we appreciate the information and your prompt response.

Thank you for your assistance.

Best regards,
Jane Smith",Offer Rejected,Offer Rejected
289,0,"Subject: Inquiry About Sailing Boat Hire for 3 People

Dear Boathire Team,

I hope this message finds you well. My name is Daniel Evans, and I am looking to hire a sailing boat for a small group of 3 people.

Could you please provide information on the suitable boats you have available for hire? We are planning our trip for the 15th of November and would like to set sail around 10:00 AM. If possible, please include details about pricing, availability, and any additional information we might need to know.

Thank you in advance for your assistance. I look forward to your response.

Best regards,
Daniel Evans
Email: dan.evans@example.com
Phone: 01234 567890",Receive Enquiry,Receive Enquiry / Sailing
289,1,"Subject: Re: Inquiry About Sailing Boat Hire for 3 People

Dear Daniel,

Thank you for your inquiry and for considering Boathire for your sailing adventure. We would be delighted to assist you with your plans.

Based on your requirement for a sailing boat suitable for a group of 3 people, I’m pleased to inform you that our Wayfarer Cruiser, which can carry up to three crew members, would be an ideal choice for you.

Here are the details for the Wayfarer Cruiser:
- **Capacity:** Up to 3 crew members
- **Availability:** Available for hire on 15th November
- **Departure Time:** 10:00 AM (as per your request)

### Pricing:
- **Half-Day Hire (up to 4 hours):** £120
- **Full-Day Hire (up to 8 hours):** £200

### Additional Information:
- **Safety Equipment:** All necessary safety equipment, including life jackets, will be provided.
- **Instruction:** A brief orientation will be conducted to familiarize your group with the boat and safety procedures.
- **Deposit:** A refundable security deposit of £100 is required at the time of booking.

To proceed with the booking or if you have any further questions, please feel free to contact us via email or phone. 

You can reach us at:
- **Email:** contact@boathire.com
- **Phone:** 01234 567891

Thank you once again for reaching out to us. We look forward to making your sailing experience a memorable one.

Best regards,

James  
Boathire Team  
Email: contact@boathire.com  
Phone: 01234 567891  ",Send Offer,Send Offer / Sailing
289,2,"Subject: Re: Inquiry About Sailing Boat Hire for 3 People

Dear James,

Thank you for your swift response and for providing the detailed information regarding the Wayfarer Cruiser and the associated pricing.

After considering the options, we have decided to explore other alternatives for our sailing trip.

Thank you once again for your assistance.

Best regards,  
Daniel Evans  
Email: dan.evans@example.com  
Phone: 01234 567890",Offer Rejected,Offer Rejected
290,0,"Subject: Inquiry about Hiring a Sailing Boat for 3 People

Dear Boathire Team,

I hope this email finds you well. My name is Alexander Smith, and I am interested in hiring a sailing boat for myself and two friends, making a total of 3 people.

We are looking to hire the boat on Saturday, 12th November, ideally from around 10:00 AM to 5:00 PM. Could you please provide information on the suitable boats available for this number of people, as well as the respective rates and any other relevant details?

Thank you in advance for your assistance. I look forward to your response.

Best regards,

Alexander Smith
Email: alexander.smith@example.com
Phone: 07123 456 789",Receive Enquiry,Receive Enquiry / Sailing
290,1,"Subject: Re: Inquiry about Hiring a Sailing Boat for 3 People

Dear Alexander,

Thank you for reaching out to Boathire. We are delighted to hear of your interest in hiring one of our sailing boats for your upcoming outing with friends on Saturday, 12th November.

For a group of 3 people, we have two sailing boats that would be suitable:

1. **Delphia 24**: This boat can accommodate up to 4 crew members and would be ideal for your group.
2. **Wayfarer Cruiser**: This boat can carry up to 3 crew members and would also be perfect for your requirements.

Both boats are available to hire from 10:00 AM to 5:00 PM on the date you specified. Below, please find the details and rates:

**Delphia 24**
- Capacity: Up to 4 crew members
- Hire Rate: £120 for the full day

**Wayfarer Cruiser**
- Capacity: Up to 3 crew members
- Hire Rate: £100 for the full day

Both rates include the necessary safety equipment and a brief orientation session before you set sail. However, catering and additional services are not included in these rates but can be arranged at an extra cost if needed.

Please let us know which boat you prefer and if you have any other specific requirements or questions. We can then proceed with the booking process to ensure everything is in place for your sailing adventure.

Thank you once again for choosing Boathire. We look forward to making your day out on the water a memorable one.

Best regards,

James
Boathire Team
Email: info@boathire.co.uk
Phone: 07123 987 654",Send Offer,Send Offer / Sailing
290,2,"Subject: Re: Inquiry about Hiring a Sailing Boat for 3 People

Dear James,

Thank you very much for your prompt response and the detailed information on the boat hire options available. I appreciate the effort and assistance provided. Unfortunately, with the current rates and offerings, we will not be able to proceed with hiring a boat at this time.

Thank you once again for your help. We will keep Boathire in mind for any future outings.

Best regards,

Alexander Smith
Email: alexander.smith@example.com
Phone: 07123 456 789",Offer Rejected,Offer Rejected
291,0,"Subject: Inquiry About Hiring a Sailing Boat for 3 People

Dear Boathire Team,

I hope this email finds you well.

I am looking to hire a sailing boat suitable for 3 people. We are planning to go out on the 25th of October and would like to start at around 10:00 AM. Could you please provide information on the available boats suitable for our group, including any relevant details regarding pricing and booking procedures?

Additionally, if there are any specific requirements or recommendations for this time of year, I would appreciate it if you could share those with us.

Thank you very much for your assistance. I look forward to your response.

Best regards,
[Your Name]

[Your Contact Information]",Receive Enquiry,Receive Enquiry / Sailing
